Wall time,Step,Value
1716329085.933223,998844,-32.26360321044922
1716329086.9476411,999327,-32.125465393066406
1716329088.9499779,1000293,-32.08428192138672
1716329092.1809661,1002225,-32.58041000366211
1716329096.226174,1004640,-32.56296157836914
1716329101.2746196,1007055,-33.52832794189453
1716329103.8656669,1008021,-33.87556838989258
1716329105.169722,1008504,-33.87173843383789
1716329107.8012326,1009470,-34.14469909667969
1716329110.0902126,1010436,-34.59846115112305
1716329114.0764904,1012368,-33.9211540222168
1716329116.3948693,1013334,-33.890560150146484
1716329117.6234372,1013817,-33.88036346435547
1716329120.167522,1014783,-33.638736724853516
1716329124.0217128,1016232,-33.34343719482422
1716329126.5427392,1017198,-33.22056198120117
1716329131.767094,1019130,-32.99101257324219
1716329133.0694144,1019613,-32.95404815673828
1716329138.2749367,1021545,-32.93812561035156
1716329139.5924087,1022028,-33.000064849853516
1716329144.7930653,1023960,-32.95624923706055
1716329146.0863578,1024443,-33.158260345458984
1716329149.679658,1025892,-33.86592483520508
1716329150.9684007,1026375,-34.036102294921875
1716329154.8727052,1027824,-33.77756118774414
1716329165.3539445,1031688,-34.007659912109375
1716329166.6796875,1032171,-33.93720626831055
1716329170.21307,1033620,-34.0760498046875
1716329174.2885797,1035552,-33.4863166809082
1716329180.266329,1038450,-33.616180419921875
1716329185.1471226,1040865,-33.56624221801758
1716329189.9915786,1043280,-33.25126266479492
1716329193.0505376,1044729,-32.83878707885742
1716329200.165644,1048110,-33.1480598449707
1716329207.2882266,1051491,-32.79901123046875
1716329218.4291062,1056804,-33.18411636352539
1716329220.453001,1057770,-32.95207977294922
1716329225.522942,1060185,-33.05331802368164
1716329230.320759,1062600,-33.4927864074707
1716329232.3512976,1063566,-33.25774002075195
1716329234.3904924,1064532,-33.03491973876953
1716329240.4910715,1067430,-33.34735870361328
1716329242.5166812,1068396,-33.42811965942383
1716329243.531079,1068879,-33.32432174682617
1716329245.5641491,1069845,-33.12211990356445
1716329246.5791886,1070328,-33.00700378417969
1716329252.6825733,1073226,-32.95639419555664
1716329256.7560132,1075158,-33.41400146484375
1716329258.7878385,1076124,-33.35211944580078
1716329267.9185703,1080471,-33.51939392089844
1716329270.512932,1081920,-33.7894172668457
1716329273.2959702,1083369,-33.777896881103516
1716329275.3365583,1084335,-33.533634185791016
1716329285.361023,1089165,-34.525299072265625
1716329287.8845463,1090614,-34.56482696533203
1716329288.8987904,1091097,-34.562259674072266
1716329295.0081048,1093995,-34.142234802246094
1716329298.0583675,1095444,-33.67625045776367
1716329307.4303226,1099791,-32.94460678100586
1716329312.388964,1101723,-32.43069076538086
1716329313.490708,1102206,-32.21135711669922
1716329327.467404,1107519,-32.674346923828125
1716329337.8628554,1111383,-32.92797088623047
1716329344.4381716,1113798,-33.27614212036133
1716329345.7494936,1114281,-33.316280364990234
1716329352.3111625,1116696,-33.667152404785156
1716329358.8431752,1119111,-33.78759765625
1716329362.5645795,1120560,-33.665462493896484
1716329368.936286,1122975,-33.4591178894043
1716329376.790919,1125873,-33.2407341003418
1716329379.1415648,1126839,-32.997493743896484
1716329382.1860561,1128288,-33.447235107421875
1716329387.1481502,1130703,-33.90121841430664
1716329389.3853977,1131669,-33.75177764892578
1716329390.6959236,1132152,-33.65797424316406
1716329392.002709,1132635,-33.50617980957031
1716329394.6354737,1133601,-33.65370559692383
1716329402.4302273,1136499,-33.261619567871094
1716329403.491868,1136982,-33.29127883911133
1716329408.5981982,1138914,-32.91257095336914
1716329411.2161322,1139880,-33.15454864501953
1716329419.000638,1142778,-32.95634460449219
1716329422.8798704,1144227,-33.01247787475586
1716329426.7924361,1145676,-33.14520263671875
1716329429.4074597,1146642,-33.27577590942383
1716329435.9275548,1149057,-33.06964874267578
1716329443.7031093,1151955,-33.31629943847656
1716329450.1988885,1154370,-33.18791961669922
1716329452.8080726,1155336,-33.164432525634766
1716329455.4141874,1156302,-33.187068939208984
1716329456.7161624,1156785,-33.09098815917969
1716329460.6480248,1158234,-33.00004577636719
1716329461.969317,1158717,-32.97603988647461
1716329480.2836456,1165479,-33.20304489135742
1716329484.0498505,1166928,-33.159305572509766
1716329489.2672513,1168860,-32.88296127319336
1716329501.0292146,1173207,-33.08658981323242
1716329504.9242604,1174656,-33.094120025634766
1716329510.1245873,1176588,-33.01699447631836
1716329511.4174876,1177071,-33.22998046875
1716329515.354337,1178520,-33.87192916870117
1716329517.9515877,1179486,-33.5749397277832
1716329519.2556784,1179969,-33.796913146972656
1716329527.0089018,1182867,-33.4796142578125
1716329534.756554,1185765,-33.763973236083984
1716329545.119006,1189629,-33.746826171875
1716329547.712373,1190595,-33.76669692993164
1716329549.0235126,1191078,-33.9145393371582
1716329554.2780933,1193010,-33.97611618041992
1716329559.497061,1194942,-34.177188873291016
1716329562.1309516,1195908,-33.6854133605957
1716329564.7583268,1196874,-33.44609069824219
1716329573.8067925,1200255,-33.20442581176758
1716329575.1119854,1200738,-33.33955383300781
1716329580.3313282,1202670,-33.347774505615234
1716329585.5708065,1204602,-33.19965362548828
1716329592.1232316,1207017,-33.91755294799805
1716329593.43239,1207500,-33.8228874206543
1716329594.742413,1207983,-34.003944396972656
1716329598.6713014,1209432,-33.65387725830078
1716329601.2866728,1210398,-33.62419509887695
1716329602.571233,1210881,-33.5815544128418
1716329605.1928244,1211847,-33.33649444580078
1716329607.8277583,1212813,-33.33538055419922
1716329611.1355171,1214262,-33.348175048828125
1716329613.1637201,1215228,-33.24265670776367
1716329615.1983702,1216194,-33.12162399291992
1716329616.214518,1216677,-32.8804817199707
1716329617.2314353,1217160,-33.06820297241211
1716329619.2638214,1218126,-33.0569953918457
1716329621.3054845,1219092,-33.047691345214844
1716329626.4015973,1221507,-33.387142181396484
1716329628.6366978,1222473,-33.511905670166016
1716329629.5515594,1222956,-33.45265579223633
1716329636.6246333,1226337,-33.49289321899414
1716329638.7302105,1227303,-33.50444030761719
1716329640.7608106,1228269,-33.59571838378906
1716329641.7809634,1228752,-33.58186340332031
1716329652.9557118,1234065,-33.5623893737793
1716329664.0754154,1239378,-34.56563186645508
1716329665.087684,1239861,-34.564414978027344
1716329667.116556,1240827,-34.6068115234375
1716329670.1695683,1242276,-34.510311126708984
1716329674.2307649,1244208,-34.0844612121582
1716329676.2718377,1245174,-34.13596725463867
1716329677.289027,1245657,-34.227020263671875
1716329682.2524383,1248072,-34.09532928466797
1716329683.26868,1248555,-34.090274810791016
1716329684.2812471,1249038,-33.953712463378906
1716329687.3216345,1250487,-33.9910888671875
1716329688.3356755,1250970,-34.07363510131836
1716329690.8629742,1252419,-33.72536849975586
1716329696.65962,1255317,-33.529869079589844
1716329697.674485,1255800,-33.44636154174805
1716329699.716917,1256766,-33.35243606567383
1716329701.7472,1257732,-33.11482620239258
1716329703.7837799,1258698,-33.27869415283203
1716329704.7972589,1259181,-33.152015686035156
1716329715.9342618,1264494,-33.12662124633789
1716329716.946726,1264977,-33.14446258544922
1716329717.9605315,1265460,-33.29380416870117
1716329720.999286,1266909,-33.60601806640625
1716329726.1134028,1269324,-33.530120849609375
1716329727.132551,1269807,-33.547149658203125
1716329732.1637688,1272222,-33.77896499633789
1716329733.180021,1272705,-33.7726936340332
1716329734.1984594,1273188,-33.788047790527344
1716329735.2140298,1273671,-33.79684829711914
1716329737.2431567,1274637,-33.863956451416016
1716329738.2603495,1275120,-33.853271484375
1716329739.5228283,1275603,-33.54906463623047
1716329743.4510136,1277052,-33.36149978637695
1716329757.8497138,1282365,-33.29966735839844
1716329764.724791,1285263,-33.25065994262695
1716329766.7406828,1286229,-33.35257339477539
1716329774.6672819,1290093,-33.74409484863281
1716329775.673519,1290576,-33.75257110595703
1716329776.683244,1291059,-33.667301177978516
1716329778.669853,1292025,-33.85683059692383
1716329785.5976648,1295406,-34.602874755859375
1716329788.6091974,1296855,-34.627777099609375
1716329790.5565262,1297821,-34.39625549316406
1716329793.558724,1299270,-34.17393493652344
1716329795.579317,1300236,-34.1046028137207
1716329797.6030757,1301202,-33.928680419921875
1716329806.5123394,1305549,-33.35371398925781
1716329807.5100179,1306032,-33.368534088134766
1716329808.5153158,1306515,-33.30485153198242
1716329810.1336298,1307481,-33.402809143066406
1716329811.7414958,1308447,-33.131351470947266
1716329813.3509488,1309413,-33.00968933105469
1716329815.239574,1310379,-33.17039108276367
1716329816.2322745,1310862,-33.404842376708984
1716329819.95958,1312794,-33.38663101196289
1716329820.7613373,1313277,-33.53615188598633
1716329821.6710548,1313760,-33.27101516723633
1716329826.7133603,1316175,-32.99810028076172
1716329827.7206144,1316658,-33.08174514770508
1716329829.519193,1317624,-32.90450668334961
1716329831.1208892,1318590,-33.05806350708008
1716329831.92446,1319073,-32.81833267211914
1716329835.232952,1321005,-32.76716232299805
1716329836.2450907,1321488,-32.670440673828125
1716329840.1760836,1323420,-32.828285217285156
1716329841.1843355,1323903,-33.09270095825195
1716329842.198695,1324386,-33.07926940917969
1716329843.2101564,1324869,-33.1688346862793
1716329845.2130878,1325835,-33.378971099853516
1716329846.2235892,1326318,-33.229339599609375
1716329847.2320957,1326801,-33.22649002075195
1716329853.52259,1330182,-33.33890914916992
1716329854.5246792,1330665,-33.446449279785156
1716329855.5276694,1331148,-33.345611572265625
1716329860.667722,1333563,-33.3004264831543
1716329861.6768672,1334046,-33.43550109863281
1716329865.7081387,1335978,-33.323604583740234
1716329868.7300494,1337427,-33.36621856689453
1716329871.7432437,1338876,-33.2822380065918
1716329873.7573187,1339842,-33.55529022216797
1716329875.7758443,1340808,-33.8481330871582
1716329877.775711,1341774,-33.7556266784668
1716329878.7826555,1342257,-33.7258415222168
1716329879.7927227,1342740,-33.55384826660156
1716329884.8298116,1345155,-33.08077621459961
1716329885.83655,1345638,-33.137569427490234
1716329897.9261584,1351434,-33.21269607543945
1716329899.9346676,1352400,-33.29215621948242
1716329907.135781,1355781,-33.84375
1716329914.6063347,1358679,-33.59919357299805
1716329915.913103,1359162,-33.643310546875
1716329927.5007288,1364475,-33.01156234741211
1716329928.5123668,1364958,-33.19688415527344
1716329937.3984435,1369305,-33.288116455078125
1716329939.368441,1370271,-33.209999084472656
1716329941.3434114,1371237,-33.31267166137695
1716329942.326401,1371720,-33.18399429321289
1716329944.279591,1372686,-33.33366775512695
1716329945.8866365,1373652,-33.13259506225586
1716329946.791179,1374135,-33.22182083129883
1716329949.78204,1375584,-32.85588836669922
1716329953.7773945,1377516,-33.5229377746582
1716329954.7732778,1377999,-33.541473388671875
1716329959.7133088,1380414,-33.18598556518555
1716329961.7251918,1381380,-33.298004150390625
1716329963.7274485,1382346,-33.36929702758789
1716329964.732942,1382829,-33.32719802856445
1716329968.7399435,1384761,-33.41659927368164
1716329970.7603648,1385727,-33.65256881713867
1716329973.7749207,1387176,-33.098018646240234
1716329981.7765338,1391040,-33.66822814941406
1716329983.7985232,1392006,-33.5301513671875
1716329984.8101065,1392489,-33.44819259643555
1716329986.8332918,1393455,-33.485595703125
1716329992.899145,1395870,-33.44266891479492
1716329995.5486925,1396836,-33.342838287353516
1716329998.1716037,1397802,-33.274383544921875
1716330000.8114197,1398768,-33.247371673583984
1716330006.0689108,1400700,-33.07048797607422
1716330011.279211,1402632,-33.17118835449219
1716330012.571166,1403115,-33.22220993041992
1716330021.7459464,1406496,-32.782928466796875
1716330022.7538028,1406979,-32.74334716796875
1716330024.773104,1407945,-32.65791702270508
1716330025.7806168,1408428,-32.70243453979492
1716330028.8056023,1409877,-33.059627532958984
1716330030.8250012,1410843,-33.0238037109375
1716330031.8253658,1411326,-33.03524398803711
1716330032.838696,1411809,-33.01637268066406
1716330034.8520193,1412775,-32.749881744384766
1716330035.8584037,1413258,-32.93143844604492
1716330040.8905733,1415673,-33.053802490234375
1716330044.909849,1417605,-32.99356460571289
1716330045.9161696,1418088,-33.02934265136719
1716330063.269672,1424850,-33.391883850097656
1716330067.109711,1426299,-33.788719177246094
1716330071.055208,1427748,-33.53219223022461
1716330074.9705892,1429197,-33.5517692565918
1716330080.1208355,1431129,-33.726200103759766
1716330084.0103674,1432578,-33.614349365234375
1716330085.2754123,1433061,-33.77227020263672
1716330086.5866494,1433544,-33.56563186645508
1716330094.4456947,1436442,-33.142452239990234
1716330100.059,1438857,-33.43897247314453
1716330101.0579832,1439340,-33.362876892089844
1716330102.0619574,1439823,-33.12531280517578
1716330106.0597296,1441755,-33.07200241088867
1716330108.068862,1442721,-33.065006256103516
1716330109.0679936,1443204,-33.09900665283203
1716330115.2112033,1446102,-33.172889709472656
1716330118.2186434,1447551,-33.248382568359375
1716330120.2523081,1448517,-33.12455749511719
1716330121.255534,1449000,-33.027496337890625
1716330123.2669227,1449966,-33.15446853637695
1716330124.2651348,1450449,-33.06196594238281
1716330126.122828,1451415,-33.11906051635742
1716330128.5333855,1452864,-32.88068771362305
1716330130.9396431,1454313,-32.9757194519043
1716330138.5301356,1458177,-32.90773391723633
1716330139.3369818,1458660,-32.914825439453125
1716330143.3500938,1461075,-32.778045654296875
1716330147.1577127,1463007,-33.08130645751953
1716330148.1655831,1463490,-32.91350173950195
1716330153.4294546,1465905,-32.735164642333984
1716330165.5398169,1471701,-33.4862174987793
1716330166.5459747,1472184,-33.61447525024414
1716330167.5512588,1472667,-33.573795318603516
1716330168.556024,1473150,-33.66519546508789
1716330169.3641,1473633,-33.530155181884766
1716330173.3699524,1476048,-33.80310821533203
1716330176.5922458,1477980,-33.90974044799805
1716330183.6552007,1481361,-33.595787048339844
1716330185.6764452,1482327,-33.36884307861328
1716330186.6858582,1482810,-33.34669876098633
1716330191.779233,1485225,-33.458560943603516
1716330194.817388,1486674,-33.6098747253418
1716330199.6266499,1489089,-33.4122314453125
1716330200.428045,1489572,-33.398094177246094
1716330201.2289462,1490055,-33.470760345458984
1716330202.0329208,1490538,-33.263980865478516
1716330202.8346274,1491021,-33.5506591796875
1716330206.0429037,1492953,-33.653377532958984
1716330209.3681362,1494885,-33.86771774291992
1716330211.387378,1495851,-33.35551452636719
1716330214.424949,1497300,-33.41374206542969
1716330218.467199,1499232,-33.46678161621094
1716330219.4815884,1499715,-33.46762466430664
1716330220.5965943,1500198,-33.59391403198242
